aadtenantid,intuneaccountid,Number Of Inference Device
738400e9-c6e8-43f4-a2c2-3cf453e3cbc2,91751690-284f-4244-8e48-64d2ed825849,7
e8fde22e-370f-41b8-97e4-01b219626bad,89d2bda1-1cc6-42e6-a77f-1e24f558d395,7
654623d6-1504-4f22-a146-b7c72637766a,c92dfe40-9a43-4cd2-b38d-1b2ffa6287fc,7
506d4541-f9c2-40c2-a103-1aa4736de230,1e7333b9-e00d-4353-950c-821a1b12570e,7
3efdd589-aaf9-47df-b9bd-adab3b09bd01,b77e5c2c-c3b7-4a8e-a6e2-17f8b6ad80ad,7
af67b1ff-71c6-48bd-920c-a3a1cd064b41,5f9d2745-6355-4f10-9228-f11fd9542ab2,7
9298fb21-7a67-4d91-9e6c-2623b2095768,be1c0113-7ca2-4389-95a1-f1cdb0ea45a3,7
07ebb239-541f-48c2-a353-308b77908503,b57ada6a-2dec-4d94-9f7b-1da873030e73,7
2fb08174-a150-479d-8d15-2174da71a11a,8b94b2c1-22f7-4abf-87b0-db5e1a2e1189,7
c5b840ad-cd91-4085-b159-569dd16a0013,5b6fcb46-d83d-4e91-b798-d335f0ba9295,7
4d16f9cf-5e84-4a6f-9ada-e0ea932cd525,37eaee3f-0913-4db0-87d6-6c89fa6034e6,7
affb53bc-ba94-4653-8291-ae349a5acc7a,09015ceb-0a6f-4498-8f2e-ece94e7b3c3f,7
a257c6ae-151b-4b4f-ab31-6a07f8d635ed,403c9c7c-5a45-47a4-ad99-e3905878182a,7
04ea9bca-b20f-42c0-bd44-02969f9e1218,dc516098-9782-426b-a4b5-a025bfbf28f7,7
dad5d62c-9830-4db0-9c15-89befcc5cf3e,f1e462c3-450f-4dde-866f-abeda4862724,7
ecb3db12-317a-4aa4-bf82-bffa7473d2bb,c925993f-3ee0-47db-aefb-e363c55eb95b,7
8d9c6a90-f909-4a3b-bbd7-3148051137a0,1f0886a1-dba1-4d43-9146-be991be0531e,7
9c046eef-c638-480d-88b5-8bc72045ae37,58d237be-3e42-4ccc-a24b-bf973a535c47,7
4ae67ca3-62bf-4a34-8c76-97b9aef32efb,af7afe3d-7bc3-4151-b661-2f31114ab97b,7
6c887de2-7781-4849-95cc-e216212c99d4,30baeda0-4e2d-45d8-a6eb-0e485cb52c86,7
eba1af65-017f-4682-9adb-4dcaae8bb35b,5ee16b48-f136-4d34-ab22-29059ce3b39c,7
c2ad6337-37a8-446a-ba48-18f44ea87c3d,ec1aaeae-c677-49f2-8875-9668f9f2dab5,7
1f8f841a-57bd-4a61-8f2c-aaa6507ce83b,cdfab66b-77c0-4014-bff8-9a3e40fb72c2,7
926f2f84-f874-4dc0-96b9-70cca08effb7,4b69cad7-72ea-47f9-bfe6-f264690dc0b6,7
9c72d32e-66f4-4e08-b55a-5bde33f76942,26a4a06d-018c-4005-8bf8-e984c8ee436d,7
efa87704-173f-47e7-932e-46309217062e,4798cfac-3726-4a12-a64a-e460134ecaa7,7
117d98a7-bb36-4909-a0ef-20c21cdbefb2,ae419668-aa27-4a56-805e-10eed80611e4,7
c7c5f61c-5b9a-43e9-8b95-be53f7dbe6ff,35eb3221-9118-4b6a-918e-7c7c59241ec0,7
6a9b7330-4806-4714-9834-311ba97c4c97,7fa0f24b-2aa4-488e-9ee3-64c4c6538d7a,7
50694e2d-dcac-40e5-9b94-fe42ef483f62,0fde95a8-b212-42aa-b02b-8f4dda56f622,7
c071fb9d-8e57-44b6-b553-77d756b00462,ef8d2f70-f3b0-42b6-ab98-afdee1a49655,6
22991c1b-aa70-4d9c-85be-637908be565f,f90b6ace-2564-44b5-a01a-c5d8899af68f,6
cffb2b74-c528-4f43-bd03-6a72f6ad295d,306d7e18-0edb-408a-8fb9-b34a7d546f28,6
9e40c846-fe72-41bc-9803-e9ff8576b076,6f4db471-0a08-4c42-8859-e49f9128cc22,6
3ef4c8d3-bfa2-4270-bc1d-fa0970014d25,c6e96cd0-5949-4321-ac83-22531f714ca2,6
90a63c3a-88c7-4ef1-a5af-491870f61ac2,8ffd48da-c6ca-47d7-a98b-c08491f52a92,6
d246baab-cc00-4ed2-bc4e-f8a46cbc590d,55bca3c9-eb7d-4d0e-913d-e1f25ae6b2fe,6
d2aff5f9-8c21-47f2-88f3-08ac4fda56f5,4a5a6374-5d6b-4e51-a236-886f5fad763f,6
3cf2a9b2-0cdb-4e78-9335-2adc17c4674f,93e9e46b-2a7d-40d0-97ca-49de1f2c9a19,6
bb05be88-1b7c-4a5a-93bb-90f1ee800b29,f7f2af4f-5da8-4fc0-a6dd-a9be880d10c7,6
5407423b-52cb-4385-a688-3118410c932b,876613b0-1bbe-4ecd-ba58-00f8d99152a7,6
f2660d8a-07d6-43c7-b825-ce0e9bd9f4ac,27f56a13-faef-417b-9c7d-e8d9e581973a,6
f5179ca5-3d00-45f5-ba94-0d682fe7b4ca,68835f78-27df-46e9-b6af-8aec2c79ec4a,6
d04f4717-5a6e-4b98-b3f9-6918e0385f4c,0909c8ed-a036-43bc-99e8-12a5f81078e9,6
512024a4-8685-4f03-8086-14a61730e817,411c781d-1f16-4756-897b-bd77f31d2164,6
3d50ddd4-00a1-4ab7-9788-decf14a8728f,ad2f0810-d560-4f7b-9b62-2e9f89e1df5e,6
f5016cb5-c87e-457a-be8a-9dc6fb9977b8,1b14bcf5-3eaf-40ee-b269-2f61b50676a0,6
9a5cacd0-2bef-4dd7-ac5c-7ebe1f54f495,cc3ce57a-2814-499c-8007-33d2008a69b2,6
20d0ccf0-5e9b-4b9c-9c79-e75ce90acc23,547f7ce9-e3e1-43db-85a8-9cb527bf4a9f,6
f5395fc7-e696-40a8-8164-06831c5699c2,3dc72b1d-03d9-4b30-a639-8b9586147a9c,6
c9baa630-b112-44b1-b7b6-5fea9279a87a,c419390d-e9a6-41e8-848c-7ad75d128612,6
b7351e15-903c-4442-b1be-f2ca04451269,be0eb89c-4a73-4735-bf14-1bf1e0749a8d,6
b21d476d-d0a0-46fc-97ce-fff5fc51dc7d,b093f8cf-1d32-40bc-9529-fab1ce69e5c8,6
40b3740e-a1e2-4211-a77a-8ea91ff167b6,875b5e99-5c24-4f09-b5cc-3e7f99989963,6
a4800ec0-02c1-45e7-b428-2889c71ffd80,2d20a7a7-db5a-4aec-963d-1443808a77c4,6
1b7db786-7767-4e04-8381-3a279c0c9626,e5d650ef-d5fe-4268-b058-a6ff0f7282c5,6
7b02fb5c-b158-4d90-b8e9-8e3c85578f7e,da77d725-b5ae-4cb9-a358-13c0aeed2c7b,6
30fb7a69-35be-4475-bcf2-a17e4cfa9885,c800c49a-02de-4817-b536-73fad8c6200b,6
0d9078d7-3a2f-4210-a066-f518dd80265b,cb8a23e8-e844-4e3d-ab08-6cfe9c26b737,6
014037e8-71f5-48c0-a6f9-e157b0607d6f,3f15cd18-1628-4a5f-8f36-ea80fba87dc4,6
95daffb5-be3a-4f10-bafa-3ab2069eebfc,517fe9a4-68e3-404f-a76a-deb91b69e23d,6
2ba86e28-1f3a-4f4a-9119-797f700e0ae5,331ecb42-e062-4afc-8c56-8469f26420d2,6
8edc1ef5-a81d-4229-badb-e2634a284461,e3f59189-5491-40d4-981f-94a4fb9e4db7,6
9f489fcc-e452-4509-8234-6f97b42d0117,5a8ade86-6c9d-4686-a04b-5a6beea060b8,6
4414f420-3071-4efd-abfc-ef57c9c725a3,894e78b4-687d-47e6-a923-71a87044d460,6
c977f618-356c-4173-bedd-928bb082be7e,f0ddfbd4-3549-4651-8d62-8ba29956cc9d,6
c13e43d5-a42a-4e79-b23f-748a9acd8c1d,0332f67a-9a6e-4665-a345-f03338025ef0,6
3c293d48-be0d-4adc-8f3d-e5912b2c2901,96baa456-061b-412c-bc3d-b73adc912b35,6
9e100c9f-16c3-4ad2-bd90-5ba7eccbd593,5c0513d1-efa8-44aa-a714-452047a33e9b,6
ea445713-00a8-495f-aafa-26062e969e4f,d430b4ee-bfce-46a4-a84d-1b61a3bc8765,6
d3855652-9dc6-4f2b-a09e-08b3c03e5278,699e20fd-eb6b-4103-887c-be7b0c3b7ae4,6
59cd34ab-6571-4047-a606-761355fe6d92,0c6fd9b8-a930-432c-9c0b-3c5b10de6455,6
015e734b-c94d-4117-b999-42bc566cc590,b431d4f6-3dc2-48a7-95bf-572ab21888e1,6
069a82a1-33c6-4dcd-b487-e3050ec7afbe,ca2131e7-262f-4745-a498-335908c448f0,5
c80a46ef-cce9-48c7-898f-85ac93d0fbb3,600bd697-2608-4f1e-860c-aea3ece8aa78,5
07d2f395-f69c-43ab-88a2-b82f1151042d,ab5c2ef9-37c7-4c28-8a2d-8495fd7db727,5
501f300f-eb72-4572-a693-aa00370f39ce,f9e2d354-00cc-456b-bb2c-8d752669452f,5
0272e79d-9663-45a1-8a7d-5a638ce35181,e296d05d-4606-4251-ad30-6e727d540366,5
f16b0d64-c314-4481-adca-7a599aa11e34,72a179c8-4303-4b56-af8b-e697a87b41b2,5
41a30d7d-5e7d-4d45-9ac3-3bf62c3a5527,1bfaab70-3096-45cc-a036-fd6d2f770561,5
a652adc3-7bb3-4312-8eb0-6ab323f7d6cd,a0ce1b17-1c6e-4181-9b98-2b384e400dab,5
daf34023-732b-4442-a3a6-169fdd002e67,e30c6f87-8db2-4275-85b6-a5f4efd1df48,5
0aa5f8d3-0c2b-4474-bf06-16b3ccf9bae8,c8ce5a0e-608a-4f2f-bee7-83870a6afd67,5
601774b8-d827-4636-92d7-934d5fceff0f,a79d7b1e-9a88-4bd3-8c1c-9526f738340d,5
44f92daa-236e-4e7a-8e2a-33ed2e21809c,a799de11-2d26-41fd-b8e2-e5bbe41e2b24,5
5e6abbdb-7bbc-4895-9909-8e6fbda98a97,da22bc44-4bb7-4b65-9769-06c279b9e8a9,5
a4bc1d1f-11f1-4dbd-b8a8-ed4c7f538154,ac11fc63-e05e-4922-97bb-01b58e4b6f86,5
aa599eea-6238-427d-97d7-a45a6d2dbd92,2004fd9d-ba1b-4ac0-839b-9cead0baa40a,5
3feb6bc1-d722-4726-966c-5b58b64df752,c11e860a-91d9-4a57-8198-595b8d3c71b4,5
9d5cdd09-45d3-4ba9-a51f-d6e2562eba40,46c1e012-5ad4-4d3a-a980-bae953641a7c,5
8d5fd32f-a97f-4edc-8701-0e92e6bcaff1,c6eb36c4-0aad-40d4-be1c-9b0a2efdc5f7,5
c69c7e2f-a168-4108-8187-675b5c936b5a,ea5dfa47-ca83-49a3-8b34-31993bff6c47,5
023a7871-db5b-45bd-b776-88e3cd7e0b2c,c944a216-bc85-401a-840b-ccabf9623fa8,5
43995adf-2e27-4dc9-a0fd-e6b45194ebfd,2231e99a-2d92-47ac-a6b9-5308138dbd98,5
656d1a66-8cb9-4f57-8a6d-404390b37703,3967c77d-d80d-40cc-94cf-c057229dda19,5
e089b276-01d8-4dca-9ebe-469cbee16cab,523801c6-6d11-473b-9ada-ec814432e8d3,5
6109302c-5839-4a2d-9e9f-d41128908122,88d5d09a-db9e-4f55-9150-2f915ec59408,5
a46e1c88-5088-4912-9e29-28c28c799372,f6581ccb-ac2f-44ec-8583-2f510627bd5a,5
b01220f1-ab94-4936-86d7-f3b40f38f4b7,b22ae8bd-249e-4bb5-b373-e3b9eee871cd,5
a0b72f68-4010-4789-9422-02aa8184d156,e36db33d-352e-411d-96c3-e1b3bc5e8030,5
47ea32ae-b34f-40ea-bd5c-0c64ccb1d338,64d5d9f2-2279-4326-aae9-910d474409bf,5
3f1e9de0-6c2f-4492-8118-c8bb961c80fe,2d449aea-9995-4d0a-a322-a0fcef763621,5
31bcee06-591c-4220-a227-62be30cd50b1,abd548a3-4bb7-40c0-910b-fe42d8bdfaa8,5
2aa27786-0009-48f8-9408-13a02eaa56e3,50af9ba0-7c53-436c-9ad8-29a361dc4d8e,5
041ddd8e-7751-48f0-80c7-30b8d8f81c5a,0274314b-78a4-4ddd-85cb-7ea60d074942,5
a6b169f1-592b-4329-8f33-8db8903003c7,b24edf69-d7ca-48bb-9e26-d18d34526777,5
f5a7c770-2bdf-4907-8a57-940746b3b2d6,9388dc61-9124-43c3-9948-5b606afb7ca4,5
7106b467-21bb-484c-9e4d-75fc460bec04,05167c1d-dda4-4c4b-9aa4-4735b9a9c07b,5
4b4cca9c-edaf-42f3-8e21-9070c5d9d76b,83f4c8c5-6353-4241-a740-b768eb653a93,5
2b4d754f-c693-4ef1-92f0-9d26dda713b0,3704e58f-8574-4de9-a9ff-aa344766a6ec,5
7afaeb03-5519-4ca0-a28d-d45410fc0704,9a4080df-30bc-41c4-b982-66863344c069,5
8cea2cfe-eb73-440d-895f-fafbd494371a,b6ab81d3-3e94-4102-8214-f5a78426fa25,5
2491094b-4f55-496c-9c2b-1efbbc29ea53,b4986d69-dc94-430c-8201-5faa1df6653f,5
f602a20a-3d6c-4584-a014-72a3939f57fe,45a4669d-e0a7-4941-9d94-30c0a0840717,5
bfe70d48-ba91-48c8-96db-9b4f9f6dc9ab,d26a1d70-3ccf-4ef4-bd0f-2eefc96ce4f2,5
b6909603-e5a8-497d-8fdb-7f10240fdc13,4fb264fa-3d78-4e37-9c0a-2f366cb95018,5
a5cf6b03-7eed-4dad-84ec-8512991f01a2,abc81b84-1ef7-436f-9f54-14843a2c73ab,5
be0be093-a2ad-444c-93d9-5626e83beefc,c9f1b557-d214-4181-aefc-ee415a1ee2a9,5
0b556331-37a6-40ed-8944-8305b96a84eb,b292e62a-ebe4-4c0a-bafe-c941051abff1,5
c8b1228e-ecaa-42a0-8c0c-042aca836880,e9f336d6-6d6d-43b2-bfdd-b75f6c2c36ef,5
a50e162b-4c36-4fce-bcce-be5a5f040acb,080782d4-5312-43b2-b73c-537f89f6048a,5
44a699b6-5420-4e09-a89d-fd9821b9766c,8de57859-7fba-46a7-949d-3466c40b8431,5
736b3ce4-eff5-4041-99e6-02aed8954b70,e75ab171-b8f3-4c5a-a2fc-e50c02ec4c7a,5
bdc9c398-3e26-4e85-b671-fbb7397405f3,0474b687-7905-4184-a02d-221f5fb509a6,5
1b3216f6-bfd7-4004-a8f8-ebe8ec35f305,57314587-70a8-4f47-b29d-7f115392319d,5
4c8a6547-459a-4b75-a3dc-f66efe3e9c4e,88b0a094-1b32-4cc9-be50-b2d8bc30952c,5
17327a74-7f61-4b58-b3ea-66d4065f1153,915cdad0-5f0b-495e-964e-de8d3b7aa421,5
56845361-4214-4fc9-a828-a7a682641de8,c4e3c00e-e74c-40ed-a0ef-69b6223190bd,5
168a43d7-4864-4d38-bf3f-f6cdc3b2de5e,c1f1c186-0157-47af-9d57-141143a69acc,5
6adda485-8fd5-4b5a-b121-c12c9910eeff,36b4f988-dad7-483a-b155-d88dc7e3e1fa,5
7e52d546-a800-4f17-80f6-2b63a0b46c44,c79127e8-a0c1-4f3c-8269-0c08c67e91df,5
2fc74831-90af-4f2a-9ae6-7bbcb134dd86,872c9b4b-b009-43ab-8532-454cc2803c85,5
d18222d8-86ce-4e4b-acbf-63e3e83270e5,e0664320-619e-4e8d-9210-f71da777ead6,5
967a8a12-7f58-4df0-96e7-f38fe5c2dfa7,0ba82ef8-bbf5-4d44-9394-d5bbbfbb55df,5
09d39d92-f9ae-4c79-9aa3-ff375ac5e6eb,196cd0c4-010d-47aa-ac79-998f3d9fb153,5
3e21b2b9-c751-4bf6-80da-2092b456a2e6,c1c7bcb2-f7c9-44ea-a23d-2c87dae45eef,5
c6246265-54fa-4ddf-8fd3-9e211c23b2d8,804be214-fc65-47b4-9a29-e3b9d0923089,5
e11fd634-26b5-47f4-8b8c-908e466e9bdf,7211c23a-9722-44d8-9b0a-f91ca1d2f294,5
658c56c5-4422-4da6-963b-3f364bd68105,edce85b8-f146-494e-903d-e408c23f6749,5
ac8dd9bb-40c9-457e-8f3a-04e7d85dc1e7,c445c6ae-b48e-4fa9-ba83-7b3d326dbb52,5
5c2627f8-6456-45d8-874c-57f2b822f6ee,75b9cb47-b9e9-4ffd-b3c8-37c6e40cdbfe,5
bba1c88b-14a2-4f1f-a15f-c5174043180d,0cfc1404-8832-482c-9be8-e474d9f0cd87,5
f88d4b73-6bb2-4b9a-abc7-eb96e5a6407c,a0eac472-f5a0-4596-b7c1-6a8461ce5b19,5
b5c93c43-aa30-4a80-9ac3-e1df92da94bf,e2efd248-910d-4a8e-96e5-dd0eef12b4b1,5
83cc64e8-80f9-41e8-a575-d97bb44737f5,5a09a312-cdf4-4eb5-8fcc-6170a0e34fa2,5
82136ff0-44ca-4084-8e2d-1a78287e4be8,901e1f6f-edc2-445f-be05-11b9a0259ec8,5
96ab94e7-f43d-499b-9983-454a1aa61868,c53760a1-d12d-48fa-aebf-5e107027c184,5
69602cf4-a76e-4265-955f-03c329c50608,a9854eda-807d-413b-baa8-04dc9a2d2955,5
cad712fc-b002-407f-9d2b-37b43e89464a,11c29579-8943-45ef-92e8-1c727e4321c1,5
e1e41ffd-872e-4faf-8822-dcd4acbe7211,10e0f72a-97ea-4bf8-babd-eb9bde02384a,4
869b941f-ae65-406c-8e5c-f96f66472818,b594194b-c3a0-4d65-b490-0830ce4bee6d,4
c3549632-51ee-40fe-b6ae-a69f3a6cc157,82bc4d42-a2b8-4b71-a155-56780b47e5ff,4
6c5e2c8a-d3f0-4a0b-9658-42502c73e17b,9fdb22a1-d476-475b-8edf-3903beac0cef,4
70f56f3f-161f-41e2-9ec1-8e799c7a4068,1d830b03-26b9-4e81-aa1d-6765a9389982,4
51dd36de-060e-4b91-8f14-6c7fd6086395,3b725c5f-4436-4395-80e7-a64692755a6b,4
8cefa845-04a2-45ba-9e6f-c7d0e22057b3,62095af6-6085-4efa-bbbf-c70aa503f5fe,4
4d4bacb7-1e34-4cc9-a7ca-a6877c1adfb6,3dc4472f-889c-488e-bf00-48237b37222c,4
6a0ea92d-a061-4197-80b9-faf891815b7a,00d3c257-f3de-4bd7-89b2-efc3fc7b8c31,4
a3cdf8f7-40db-4d0f-8ccb-82310428392a,1ddd29ca-510d-477c-bb4a-20dba349a33e,4
4005cd56-ef51-497e-bbb6-efddcbc5ca2a,c1d16a68-ff0b-4869-a072-a7a0a388eb8f,4
f7619355-6c67-4100-9a78-1847f30742e2,bfa69eac-b433-4178-9ffe-0db67730482e,4
ebb363d8-ecfc-445c-80af-328831b37c06,c98aaaee-e7fe-495c-94c2-3cdd8cbec6ea,4
f5e9d4af-66c4-440c-abd6-bcdd23317136,7769984f-6ac8-4ad8-95c1-39dda49abe18,4
59d3db90-a73d-4f65-8b6c-e041d342920a,80bb0819-5167-4ac5-a285-d7e3820acfa3,4
f54affe7-a55c-4506-8c04-30b95065b375,02252568-8053-4803-9ed9-bd3ac209cc01,4
8c206834-9ebe-489f-8b54-478998c96755,488365db-6d64-457a-a264-1f2acd759683,4
08116591-d852-41cc-b137-f64e8c113533,14fb8b75-421e-41e5-8a65-effd1d6ab5d1,4
cbeb3ecc-6f45-4183-b5a8-088140deae5d,d1cac40c-b2ca-4670-a732-2c01b4a3fdf1,4
30499e43-acca-4431-99e6-0f00c3b84c94,8e15b16e-07e0-4ee8-842a-8fe4fd8a0624,4
c101ac6a-0976-454c-b1ca-000900ad6db6,b6157b2e-1718-4a8c-a996-914450a8194e,4
e1ee9ca2-db9a-4b56-a4f2-27d8e22c7076,e9ecb597-de79-4ad7-8a1d-80b544b5a464,4
2585afcd-af95-4d76-a09c-752c336c90cf,7666187e-d4e6-4170-88ef-fde8ad65fe7a,4
8399aa71-7c10-4c21-916d-3bd86d6400e8,f58fd43e-f2c0-4796-9f6e-a1619d12fef5,4
925c077f-a106-4d46-9b09-f513919a7506,85f68291-b561-4420-bfda-7307464d4e2d,4
4d8d3242-ce3b-434b-8120-9da52cde3c93,86b3c940-d8aa-493f-a8d8-abfff59a2b79,4
d8bd61d1-ae27-427e-8927-939fddb176f6,571b07ed-85cb-4862-bcf0-f7abe6bc40f3,4
90fe2849-25a4-4173-a933-2dcd37f3782d,0c3c0b9b-d0f7-42df-be86-5321187159d9,4
471836e5-199a-4f7d-81c4-12a7996aa288,389bc169-9d0b-4a48-a05b-d7faab272b01,4
42c4060c-34bd-4465-bb2b-2d96a99ed4f7,0f34ca5a-00c2-4cb4-b74c-5a5919136893,4
d1fe5257-9c68-4b5e-8692-3af84bac9aa2,ce72f87e-b825-4889-aa04-e1bc8d2ef7d7,4
e9a6470a-9de9-407d-bcb5-538fb57e375c,47f8b244-1e6d-491c-89ce-e1ca174927eb,4
6dc4733e-e208-46c8-8508-f1ba9c2a9c19,df8aceec-88ba-4eea-85d1-6fd98f6eddee,4
81a9a075-535e-4ade-8620-61bf93d53491,c5ae4aca-2a5b-4a31-b653-11f4d039b1db,4
c7d38c7e-c163-46a2-a0d5-b33771cf10ba,6d74a51b-9418-4630-a290-9fb114f30268,4
07957fd7-77e5-4597-be21-4fcbc87e451a,c91298a1-e196-4ccf-b062-ab05f326bdef,4
aab3af77-16a7-40cf-8dd0-44c96abc069c,ac77bb8a-9709-4fb4-a444-90037d42760b,4
2ca85cd3-d0da-4d1b-aa89-a19581a0e415,992da8b9-5841-483b-ad0d-02701e23500f,4
66f6821e-0a30-4a06-8b8b-901bbfd2bc60,367b87c6-31b7-41db-9cf8-c38412d178a3,4
bfd18fb6-7c9b-4a5b-997e-2e89d0cc94a0,98405ecf-9c14-4999-b0ff-3e10ee535fe0,4
57336b50-7833-4002-a92c-8dc6ea130ce5,45b66288-7b19-441a-bc89-793259ab90d1,4
fff3a238-b26a-4351-8a2a-0b19dc72e02e,1623eb99-8f84-4a83-b1f3-ecae116bcb7f,4
e49c5dfa-105b-40d1-80c6-04409c675e92,6713e34a-a342-46b1-908e-7b6896df0597,4
a546f027-2fe9-4f47-a1d0-71a6b16213d8,49ce669b-11a6-406c-8f7b-6e066ab3e5e5,4
20b1d91c-3695-4038-8f60-051f9d92fcfc,8b7b5fcd-43f3-4686-abac-1f8e5f41d641,4
42c5f1d1-f9d8-4564-a5c8-bb4473216c0c,67026c38-b3dc-4d88-a2f8-20ae1dee1dd2,4
da85f4ac-27ba-45db-a398-140e8eba22f6,95c9efce-59d8-42e6-b665-90bf96a3e3ea,4
0334f880-41ed-43d2-8a7d-9a72c97dbf98,5f5d8f9e-3bcd-4844-a7a4-8c59400bf7de,4
bef185b9-4801-40ce-b9e4-03345c868e1c,1df84019-3772-4532-83e2-d11bd7db70d2,4
31ebe7bb-76d1-4291-a072-40618335a20b,1bf965f4-f5bd-4de0-a709-3dac8a162bdb,4
c10c303d-a61b-4215-b621-0aa08e4c01cf,2461cde2-dacd-4daf-9386-084125a95b01,4
7eab93b5-92a0-4f10-9fdd-30687a49ad6d,a1ba8b4a-ea46-4851-9b03-c3ab112212a3,4
74d90e7b-254f-4a5c-bddd-29126e99749e,9af55823-dc69-4c7e-954e-133e47e7be86,4
ba71113f-66db-4311-acbb-0e9729eb7902,736c53bf-8c7d-48e0-889c-19280ea19f80,4
4821d8cb-aef4-4359-a8d8-e6e57c8793c9,200c6028-746d-4b6e-9d43-8e62df0fac38,4
a6096808-b971-440e-99ff-6ea37b046566,f07ee4fe-8ae3-4292-bfc7-882ccee57d4d,4
8d578f01-6851-4d9e-ac96-569337943815,524d29dc-00eb-467b-80bb-e805dadd95f8,4
a7e4280f-3b73-4da3-8513-919cf3714e24,ae2cb48f-bb59-4ae7-a39a-c76f811ce7c6,4
2893ef6c-814d-4083-85df-9f2881541f69,72d8606b-732e-4271-9baa-0c1dc397573c,4
123fdf8e-ba01-4cb5-bb2f-36758d361012,0aa65966-4b7e-492c-9f0b-bdbf296a9060,4
94eb6306-2ac5-4d90-9c69-534e36ff20bf,96dfbf33-076b-4320-b720-e80f706267ec,4
0d94b15b-847f-4394-b7a3-17ff9ebb646c,0b3dcf35-a76a-4671-9883-3b599060ba12,4
67610027-1ac3-49b6-8641-ccd83ce1b01f,416d4171-72df-4ff8-9238-8c577f496bf5,4
9d4ac958-a911-4fe3-97a5-2aee3e72bc56,d7ff01a0-7a82-4c76-a0ac-4dc4af6cec5c,4
dd649c8a-b941-437c-a6f1-6ed9e1f919de,648b8901-8b25-4d2a-8b35-10cf149421e7,4
9e2a23af-98f4-4ad5-b266-ef9b2b0b80a5,258aaa3d-86e4-4ffd-b222-fbaa851231bd,4
e9fb6e41-2e29-4213-bfe0-3f1d2b2ed5ce,4d40ddc1-234a-4b95-91c8-e2f133b38232,4
bf9a093e-2c38-4345-915a-8a8daeea5303,f7ad29ef-8cd5-4567-80d7-68c5383fc11d,4
ee9a6965-5555-40c9-9e32-18281c93983e,70c409c0-633e-4927-8d88-662a49045163,4
33287885-cefd-47ec-bc0c-e6cd0efdcba0,6d75997c-6ede-4df6-8b67-85f3c2e657cf,4
7934735d-8296-49b2-8659-160019b33154,4e06d88a-3e24-446a-a002-b38eb3e78eba,4
86cbe1bb-213f-4271-b174-bd59d03c87a3,352ec1d3-d195-401f-a944-6ee22e4022ae,4
d665fd67-753f-44c9-96ea-033a79590bdf,4ea5177a-8c98-4530-9a7f-1047df6ece77,4
f8dc54e7-5cc0-48eb-a448-8cc06365d426,1b266b80-6f5a-4138-a19b-9bbe720a6c80,4
6a52bcf2-d4b5-4e4b-abb0-31344068b92f,2e49b5ed-fcfd-4965-bd85-02eb2108c61d,4
a5233cc9-b914-4b3f-9014-06405bc7a522,f1ec87ae-d4dd-4221-bb0d-d0e99ed30f38,4
0d386942-6605-456d-a7df-d63387e3e90d,b86d5b54-5e79-43f0-b2b2-addfe786929b,4
1b6f27e9-6f8d-4f04-bf1c-30414ce4af1c,8758021c-3709-44d2-ad5e-3be57085fdfa,4
a5fbedf4-0169-4c97-a604-1c19fb3a90ba,d0b79517-c5eb-4a5a-a4bd-45f82e47863f,4
f2bcfc0c-b9a7-455e-992c-6ea18ef2c72d,55a03d0b-3206-4528-8697-4c81ef7424e5,4
643c2e1e-4078-4675-9cc6-4822924dee56,524e6ddb-e698-45ee-95f4-1a415722881c,4
8eac0e82-91bd-47b9-8315-228d3b10bbd7,f34a4f31-2a01-4489-aee4-3755a10c5133,4
0ab97d2a-e91f-4ea8-987e-2a950adc14d7,e67d23b8-f026-4505-9368-8245dae57e47,4
a916e649-144f-4f4f-9219-04db729f0f13,22849dcb-fb1c-4a7e-b398-61c94ff295ba,4
96954c80-8158-4232-a42a-5d92abeb7f89,f3e380dd-67a7-4f5e-8157-c4fa3ce8285a,4
8a367a08-c3db-4185-828a-2674cd52d4f7,30cfafdc-aacc-4393-8c08-6eac78938451,4
debf4f65-7326-4185-90b5-a6dabb364abe,97238bfc-89c8-45af-8dd9-b260ae008f4e,4
1177aa54-ac23-4323-9246-b066c6fd303c,35d7108f-7193-48d0-a5a3-2f75c3793e0e,4
54b01024-5092-499e-a34d-ed4e7a3ed086,b78205b1-ccd8-431d-84a3-805abcf7a084,4
27965e96-3a52-4ad1-affc-08b3e9b47da1,acdc650c-64e3-4304-8f95-2236836e23f0,4
b6d9e9fe-67cb-428a-a7f8-202929908c3f,cad5b2b2-e398-4cda-90b6-242d1385f404,4
62204593-8589-4267-a1e0-b72f527b96bf,9d0f9989-8c95-4df2-8aff-3059bc1f8520,4
ff8e97f5-e4e6-4705-8712-ccf467c495a8,3d86a9ce-cd10-4812-8e25-230be873409e,4
940a47fc-b083-483a-b9e8-1f4dafe0830b,b58c3a03-3f52-4094-9194-f59d9091b095,4
22dadb6e-988c-4c33-b9b7-d9449ff9c6bc,7fdc2be0-d301-41a7-a8e4-163dd4cb6a79,3
d8eed843-e419-4426-aef6-b69095d347d9,398aa94e-a9e7-4b83-bd26-6c931ebd0abb,3
03607898-a69e-4611-a2b5-3e87ba5bb905,13f757fd-8de1-48a9-bfae-811d7b601319,3
ecce6592-bc6d-486d-ac95-28457c735f00,fc8be473-e65f-444c-9e15-c984e0c11c04,3
44e1fbba-fa9a-4055-8d84-8e1fc8579d41,b7a7a66d-518b-4917-8c84-56797cfaa703,3
